Flight_DateTime,Airport_Code,Latitude,Longitude,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,precipitation_probability,precipitation,rain,showers,snowfall,snow_depth,weather_code,pressure_msl,surface_pressure,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,visibility,evapotranspiration,et0_fao_evapotranspiration,vapour_pressure_deficit,wind_speed_10m,wind_speed_80m,wind_speed_120m,wind_speed_180m,wind_direction_10m,wind_direction_80m,wind_direction_120m,wind_direction_180m,wind_gusts_10m,temperature_80m,temperature_120m,temperature_180m,soil_temperature_0cm,soil_temperature_6cm,soil_temperature_18cm,soil_temperature_54cm,soil_moisture_0_to_1cm,soil_moisture_1_to_3cm,soil_moisture_3_to_9cm,soil_moisture_9_to_27cm,soil_moisture_27_to_81cm
2024-09-24T07:15,LIS,38.7813,-9.13592,15.869000434875488,97.0,15.393221855163574,17.09830093383789,0.0,0.0,0.0,0.0,0.0,0.0,45.0,1016.7000122070312,1003.8189697265625,89.0,46.0,68.0,38.0,3000.0,0.009999999776482582,0.015021154657006264,0.05412745475769043,4.072935104370117,7.65370512008667,10.495713233947754,14.917211532592773,224.99989318847656,228.81417846679688,247.83360290527344,261.6744384765625,7.559999465942383,16.518999099731445,16.2189998626709,15.818999290466309,15.418999671936035,15.818999290466309,19.318998336791992,22.068998336791992,0.16099999845027924,0.164000004529953,0.17399999499320984,0.1860000044107437,0.2240000069141388
2024-09-24T05:25,BER,52.351389,13.493889,11.130499839782715,95.0,10.359270095825195,10.254416465759277,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1005.2999877929688,1000.0010375976562,65.0,0.0,65.0,0.0,4340.0,0.0,0.01256953738629818,0.06630456447601318,6.830519199371338,13.684735298156738,16.65753936767578,17.81181526184082,198.43504333496094,181.5074005126953,186.20335388183594,194.03627014160156,9.0,13.680500030517578,14.380499839782715,14.780500411987305,10.730500221252441,13.380499839782715,16.6304988861084,16.83049964904785,0.14800000190734863,0.15000000596046448,0.15700000524520874,0.16899999976158142,0.15700000524520874
2024-09-24T05:35,HAM,53.630402,9.98823,15.208499908447266,96.0,14.574490547180176,16.1058292388916,65.0,0.20000000298023224,0.20000000298023224,0.0,0.0,0.0,61.0,1003.7999877929688,1002.611572265625,100.0,22.0,100.0,100.0,3880.0,0.0,0.011654024943709373,0.06918656826019287,4.213691711425781,10.29625129699707,14.00302791595459,16.57564353942871,199.9832000732422,216.46932983398438,223.95846557617188,235.61959838867188,10.079999923706055,15.058500289916992,15.058500289916992,15.158500671386719,14.958499908447266,15.508500099182129,16.058500289916992,15.958499908447266,0.16500000655651093,0.15800000727176666,0.1469999998807907,0.14000000059604645,0.14900000393390656
2024-09-24T08:05,AYT,36.898701,30.800501,25.968000411987305,39.0,10.9489164352417,25.186748504638672,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1015.0999755859375,1008.2869873046875,100.0,0.0,17.0,100.0,76500.0,0.18000000715255737,0.336837500333786,2.046823501586914,7.342587947845459,8.759178161621094,8.825508117675781,11.384199142456055,348.6900939941406,350.5377502441406,348.2317199707031,341.56494140625,14.039999961853027,24.31800079345703,23.618000030517578,23.418001174926758,30.06800079345703,24.718000411987305,24.018001556396484,26.968000411987305,0.19099999964237213,0.20000000298023224,0.20999999344348907,0.22200000286102295,0.25099998712539673
2024-09-24T07:55,FAO,37.01440048,-7.965909958,16.113000869750977,75.0,11.679727554321289,15.739982604980469,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1017.4000244140625,1016.9194946289062,100.0,0.0,0.0,100.0,44320.0,0.05999999865889549,0.045132528990507126,0.45823538303375244,6.119999885559082,11.165804862976074,10.495713233947754,11.486200332641602,298.0723876953125,290.7723388671875,300.96368408203125,327.8042907714844,11.159998893737793,17.01300048828125,16.713001251220703,16.312999725341797,16.312999725341797,16.913000106811523,21.363000869750977,23.613000869750977,0.16099999845027924,0.17900000512599945,0.2029999941587448,0.22599999606609344,0.2919999957084656
2024-09-24T05:35,ZRH,47.458056,8.548056,11.521499633789062,92.0,10.26633071899414,11.01590633392334,15.0,0.0,0.0,0.0,0.0,0.0,2.0,1010.9000244140625,961.44140625,80.0,49.0,58.0,0.0,11020.0,0.0,0.013639809563755989,0.10886776447296143,4.104631423950195,11.090103149414062,14.658676147460938,18.07902717590332,164.7448272705078,193.134033203125,204.67684936523438,215.2725067138672,7.199999809265137,12.171500205993652,11.9714994430542,11.771499633789062,10.671500205993652,12.321499824523926,14.021499633789062,14.671500205993652,0.32899999618530273,0.3310000002384186,0.33399999141693115,0.3100000023841858,0.30000001192092896
2024-09-24T06:05,VIE,48.110298,16.5697,15.92199993133545,83.0,13.037422180175781,15.374727249145508,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1008.5999755859375,987.1812744140625,100.0,0.0,100.0,100.0,26300.0,0.0,0.04172920808196068,0.3078063726425171,10.365250587463379,21.746501922607422,27.181787490844727,32.05819320678711,159.67677307128906,160.66510009765625,168.54127502441406,178.0694580078125,21.959999084472656,15.821999549865723,16.522001266479492,17.32200050354004,15.42199993133545,15.871999740600586,17.57200050354004,17.37200164794922,0.2639999985694885,0.2639999985694885,0.2669999897480011,0.27799999713897705,0.31299999356269836
2024-09-24T05:55,BER,52.351389,13.493889,11.130499839782715,95.0,10.359270095825195,10.254416465759277,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1005.2999877929688,1000.0010375976562,65.0,0.0,65.0,0.0,4340.0,0.0,0.01256953738629818,0.06630456447601318,6.830519199371338,13.684735298156738,16.65753936767578,17.81181526184082,198.43504333496094,181.5074005126953,186.20335388183594,194.03627014160156,9.0,13.680500030517578,14.380499839782715,14.780500411987305,10.730500221252441,13.380499839782715,16.6304988861084,16.83049964904785,0.14800000190734863,0.15000000596046448,0.15700000524520874,0.16899999976158142,0.15700000524520874
2024-09-24T07:10,CTA,37.466801,15.0664,21.552000045776367,79.0,17.754751205444336,22.974367141723633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1015.2000122070312,1014.7294311523438,0.0,0.0,0.0,0.0,30580.0,0.10000000894069672,0.15121188759803772,0.5402147769927979,9.470120429992676,15.51762866973877,20.892412185668945,21.31613540649414,261.25390625,266.0091552734375,271.9748840332031,274.8439025878906,19.440000534057617,20.351999282836914,20.652000427246094,20.552000045776367,24.652000427246094,21.25200080871582,23.25200080871582,25.75200080871582,0.15700000524520874,0.1599999964237213,0.15399999916553497,0.17000000178813934,0.19300000369548798
2024-09-24T05:40,BRE,53.047501,8.78667,13.882500648498535,95.0,13.094507217407227,13.642297744750977,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1004.4000244140625,1004.0414428710938,100.0,0.0,97.0,100.0,5220.0,0.0,0.013875782489776611,0.07940077781677246,8.396570205688477,18.21827507019043,21.674869537353516,23.686248779296875,210.96368408203125,217.77574157714844,221.63345336914062,226.84759521484375,13.319999694824219,14.532500267028809,14.732500076293945,14.732500076293945,13.582500457763672,14.832500457763672,15.482500076293945,15.532500267028809,0.25200000405311584,0.25099998712539673,0.24500000476837158,0.257999986410141,0.26600000262260437
2024-09-24T06:15,LCY,51.505299,0.055278,14.408500671386719,89.0,12.617918014526367,13.916379928588867,5.0,0.0,0.0,0.0,0.0,0.0,3.0,1001.5,1001.0241088867188,99.0,97.0,91.0,62.0,10820.0,0.0,0.021924709901213646,0.18073415756225586,9.021574020385742,16.485485076904297,18.97100830078125,21.313093185424805,298.6103515625,301.6074523925781,303.3885498046875,307.4506530761719,15.480000495910645,13.658500671386719,13.158500671386719,12.658500671386719,14.908500671386719,15.108500480651855,16.60849952697754,17.008501052856445,0.3799999952316284,0.38199999928474426,0.38499999046325684,0.39100000262260437,0.35899999737739563
2024-09-24T07:05,PMI,39.551701,2.73881,18.86250114440918,98.0,18.53939437866211,21.69205093383789,0.0,0.0,0.0,0.0,0.0,0.0,45.0,1013.2999877929688,1012.8258666992188,93.0,66.0,19.0,70.0,1920.0,-0.0,0.037528146058321,0.04357647895812988,2.2768397331237793,2.811689853668213,7.1003098487854,13.896186828613281,18.4350528717041,230.19447326660156,210.46546936035156,216.5731201171875,7.199999809265137,19.86250114440918,19.86250114440918,19.5625,21.61250114440918,18.86250114440918,21.5625,23.86250114440918,0.12300000339746475,0.125,0.14499999582767487,0.16500000655651093,0.1940000057220459
2024-09-24T05:55,BRU,50.90140152,4.48443985,13.535000801086426,88.0,11.585366249084473,12.60791015625,8.0,0.0,0.0,0.0,0.0,0.0,2.0,1003.4000244140625,999.1065063476562,69.0,69.0,0.0,0.0,10140.0,-0.0,0.023419205099344254,0.18632543087005615,9.720000267028809,16.140705108642578,16.90253257751465,22.78475570678711,173.0,183.0,183.0,197.0,15.84000015258789,12.985000610351562,12.985000610351562,12.335000038146973,12.649999618530273,13.967499732971191,16.217500686645508,17.067501068115234,0.2630000114440918,0.2630000114440918,0.2639999985694885,0.26600000262260437,0.28200000524520874
2024-09-24T05:40,STR,48.68989944,9.221960068,12.554500579833984,82.0,9.563359260559082,11.013846397399902,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1009.2000122070312,965.3595581054688,99.0,28.0,98.0,0.0,28400.0,0.0,0.030334191396832466,0.26218533515930176,9.832679748535156,20.497882843017578,26.86767578125,33.56505584716797,203.74949645996094,210.6185302734375,215.1807861328125,218.4678955078125,19.799999237060547,12.454500198364258,12.354499816894531,12.354499816894531,11.904500007629395,13.354499816894531,15.204500198364258,15.454500198364258,0.31200000643730164,0.3140000104904175,0.31700000166893005,0.3050000071525574,0.28999999165534973
2024-09-24T07:05,ARN,59.65190125,17.91860008,14.832500457763672,95.0,14.038674354553223,14.573160171508789,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1006.2000122070312,1002.8645629882812,100.0,68.0,81.0,100.0,3600.0,0.019999999552965164,0.038530223071575165,0.08442163467407227,10.799999237060547,17.309972763061523,19.73443603515625,18.94708251953125,169.0,163.07240295410156,165.20318603515625,165.69969177246094,20.15999984741211,12.912999153137207,12.412999153137207,11.812999725341797,13.350000381469727,12.412999153137207,12.412999153137207,12.662999153137207,0.20499999821186066,0.20499999821186066,0.20900000631809235,0.22499999403953552,0.2540000081062317
2024-09-24T07:00,OSL,60.193901,11.1004,12.03749942779541,96.0,11.418946266174316,11.163711547851562,100.0,0.699999988079071,0.699999988079071,0.0,0.0,0.0,3.0,1001.5,974.7021484375,100.0,100.0,88.0,15.0,620.0,0.009999999776482582,0.019194424152374268,0.05631458759307861,9.0,15.58430004119873,20.3168888092041,25.772077560424805,126.0,83.36758422851562,97.12492370605469,114.77511596679688,17.639999389648438,10.539999961853027,10.239999771118164,9.9399995803833,10.949999809265137,11.09000015258789,11.239999771118164,11.239999771118164,0.3619999885559082,0.3449999988079071,0.2750000059604645,0.2639999985694885,0.26899999380111694
2024-09-24T06:40,LHR,51.4706,-0.461941,14.167499542236328,87.0,12.034568786621094,13.414302825927734,10.0,0.0,0.0,0.0,0.0,0.0,3.0,1001.9000244140625,999.16455078125,98.0,84.0,95.0,0.0,15060.0,0.0,0.024909725412726402,0.21030020713806152,9.5042724609375,18.118410110473633,20.8799991607666,23.686248779296875,307.30401611328125,310.9716491699219,313.6029052734375,316.84759521484375,14.399999618530273,13.567500114440918,13.167499542236328,12.667499542236328,14.017499923706055,14.717499732971191,15.967499732971191,16.567501068115234,0.3330000042915344,0.33500000834465027,0.3409999907016754,0.3529999852180481,0.33399999141693115
2024-09-24T05:50,BSL,47.59,7.529167,12.567500114440918,90.0,10.97053050994873,12.139524459838867,58.0,0.0,0.0,0.0,0.0,0.0,3.0,1010.2000122070312,978.321044921875,100.0,62.0,100.0,0.0,15640.0,0.0,0.016046296805143356,0.1457744836807251,5.001279830932617,10.495713233947754,13.10419750213623,16.57564353942871,149.74365234375,185.9060516357422,200.92457580566406,214.38040161132812,9.720000267028809,13.767499923706055,13.467499732971191,13.067500114440918,12.117499351501465,13.767499923706055,15.017499923706055,15.667499542236328,0.335999995470047,0.3370000123977661,0.33399999141693115,0.296999990940094,0.3190000057220459
2024-09-24T05:55,HAJ,52.46110153,9.685079575,14.843500137329102,88.0,12.874006271362305,15.212190628051758,20.0,0.10000000149011612,0.10000000149011612,0.0,0.0,0.0,61.0,1004.9000244140625,998.7241821289062,100.0,0.0,100.0,100.0,16540.0,0.0,0.01651914231479168,0.20276832580566406,3.7064266204833984,10.972620010375977,14.021525382995605,16.489416122436523,209.05450439453125,221.0089874267578,228.12220764160156,233.8805694580078,9.0,15.493499755859375,15.493499755859375,15.293499946594238,14.243499755859375,15.043499946594238,15.843500137329102,15.743499755859375,0.1720000058412552,0.16599999368190765,0.164000004529953,0.1809999942779541,0.1550000011920929
2024-09-24T05:55,DUS,51.289501,6.76678,13.71299934387207,82.0,10.694842338562012,12.934097290039062,71.0,0.0,0.0,0.0,0.0,0.0,3.0,1004.4000244140625,1000.1049194335938,100.0,100.0,31.0,0.0,12280.0,0.009999999776482582,0.0263208094984293,0.28275084495544434,6.839999675750732,13.6845121383667,14.330408096313477,21.716718673706055,161.0,163.0,163.0,184.0,15.84000015258789,13.412999153137207,13.412999153137207,13.36299991607666,12.699999809265137,14.53700065612793,16.437000274658203,17.286998748779297,0.15399999916553497,0.16099999845027924,0.16599999368190765,0.18700000643730164,0.15399999916553497
2024-09-24T05:45,NUE,49.498699,11.078056,13.693499565124512,90.0,12.082473754882812,13.59016227722168,95.0,0.0,0.0,0.0,0.0,0.0,61.0,1008.5,972.0703125,100.0,76.0,100.0,100.0,11020.0,0.0,0.016569944098591805,0.15687501430511475,5.154415130615234,10.495713233947754,12.889809608459473,15.281989097595215,204.77511596679688,210.96368408203125,215.90982055664062,223.0908660888672,13.319999694824219,13.193499565124512,12.893499374389648,12.693499565124512,13.793499946594238,14.893499374389648,16.3435001373291,17.0935001373291,0.22699999809265137,0.2280000001192093,0.2290000021457672,0.16899999976158142,0.08799999952316284
2024-09-24T05:50,LUX,49.6233333,6.2044444,12.085000038146973,95.0,11.307973861694336,11.28189754486084,40.0,0.20000000298023224,0.0,0.20000000298023224,0.0,0.0,51.0,1006.0,962.2283325195312,63.0,63.0,0.0,0.0,4180.0,0.009999999776482582,0.013393284752964973,0.07061398029327393,8.279999732971191,18.246015548706055,19.107210159301758,28.48094367980957,225.0,214.0,214.0,214.0,17.639999389648438,11.1850004196167,11.1850004196167,10.485000610351562,11.149999618530273,13.055000305175781,14.704999923706055,15.005000114440918,0.2930000126361847,0.28700000047683716,0.25999999046325684,0.24799999594688416,0.2409999966621399
2024-09-24T07:15,DUB,53.421299,-6.27007,10.187000274658203,92.0,8.944926261901855,7.968965530395508,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1005.0999755859375,997.0192260742188,40.0,1.0,0.0,40.0,10800.0,-0.0,0.01745508424937725,0.09963929653167725,13.319999694824219,23.86017608642578,24.986352920532227,28.268020629882812,273.0,277.0,277.0,283.0,22.68000030517578,9.38700008392334,9.38700008392334,9.087000846862793,10.949999809265137,9.915499687194824,11.865499496459961,13.415499687194824,0.26499998569488525,0.26600000262260437,0.26600000262260437,0.2590000033378601,0.2800000011920929
2024-09-24T06:25,MXP,45.6306,8.72811,14.158500671386719,100.0,14.158502578735352,15.045196533203125,0.0,0.0,0.0,0.0,0.0,0.0,45.0,1010.5999755859375,984.4537353515625,100.0,100.0,0.0,88.0,60.0,0.0,0.016341740265488625,0.0,3.239999771118164,3.9600000381469727,4.33497428894043,4.33497428894043,270.0,270.0,265.2364501953125,265.2364501953125,7.199999809265137,13.558500289916992,13.358500480651855,13.058500289916992,15.358500480651855,15.808500289916992,16.758501052856445,18.60849952697754,0.3569999933242798,0.35899999737739563,0.36399999260902405,0.36399999260902405,0.35600000619888306
2024-09-24T06:45,BUD,47.42976,19.261093,13.75,61.0,6.35982608795166,10.732196807861328,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1011.5999755859375,994.7840576171875,100.0,0.0,0.0,100.0,18680.0,0.019999999552965164,0.10411573946475983,0.6141921281814575,14.399999618530273,28.421680450439453,29.76315689086914,34.876129150390625,93.0,110.0,110.0,127.0,24.119998931884766,13.850000381469727,13.850000381469727,14.5,15.699999809265137,13.37399959564209,16.02400016784668,17.57400131225586,0.22599999606609344,0.22699999809265137,0.23000000417232513,0.2409999966621399,0.2619999945163727
2024-09-24T06:10,MUC,48.353802,11.7861,11.541500091552734,93.0,10.448201179504395,10.342855453491211,48.0,0.20000000298023224,0.20000000298023224,0.0,0.0,0.0,61.0,1009.7999877929688,956.6401977539062,100.0,39.0,100.0,0.0,6220.0,0.0,0.020395679399371147,0.09538459777832031,9.220499038696289,16.87013816833496,21.16665267944336,25.9649600982666,218.6598358154297,219.80552673339844,221.55252075195312,224.99989318847656,20.880001068115234,11.241499900817871,11.441499710083008,11.741499900817871,11.941499710083008,13.141499519348145,14.991499900817871,14.291500091552734,0.33000001311302185,0.3319999873638153,0.33399999141693115,0.3009999990463257,0.3100000023841858
2024-09-24T06:10,MUC,48.13779831,11.69029999,11.63700008392334,90.0,10.05160140991211,9.954020500183105,33.0,0.10000000149011612,0.10000000149011612,0.0,0.0,0.0,61.0,1010.0,948.7086791992188,91.0,40.0,83.0,0.0,12560.0,0.0,0.02553759329020977,0.13712775707244873,11.753876686096191,21.794126510620117,29.379175186157227,33.880191802978516,207.34979248046875,210.80137634277344,216.0274658203125,222.84703063964844,18.719999313354492,11.487000465393066,12.38700008392334,12.487000465393066,12.03700065612793,12.937000274658203,14.53700065612793,13.78700065612793,0.328000009059906,0.33000001311302185,0.33000001311302185,0.3059999942779541,0.3160000145435333
2024-09-24T06:10,LEJ,51.423889,12.236389,14.393499374389648,98.0,14.081318855285645,14.540216445922852,100.0,1.100000023841858,1.100000023841858,0.0,0.0,0.0,61.0,1005.5,989.8770751953125,100.0,76.0,100.0,100.0,400.0,0.0,0.016467314213514328,0.03282606601715088,8.121970176696777,12.144330978393555,13.3637113571167,13.722564697265625,257.19573974609375,258.0238952636719,265.3646240234375,274.5138854980469,12.239999771118164,13.693499565124512,13.693499565124512,13.593500137329102,14.843500137329102,15.693499565124512,17.3435001373291,17.043498992919922,0.32100000977516174,0.29100000858306885,0.20800000429153442,0.17299999296665192,0.14900000393390656
2024-09-24T06:35,CDG,49.012798,2.55,14.269499778747559,90.0,12.651262283325195,12.09145736694336,75.0,0.800000011920929,0.800000011920929,0.0,0.0,0.0,61.0,1004.7999877929688,991.8818359375,97.0,84.0,89.0,0.0,11040.0,0.0,0.03393412381410599,0.1628345251083374,20.658479690551758,34.62369155883789,38.69622802734375,43.85799026489258,221.4676055908203,224.15756225585938,225.75375366210938,228.32749938964844,30.599998474121094,13.719499588012695,13.319499969482422,12.919499397277832,14.169499397277832,14.969499588012695,15.869500160217285,16.969501495361328,0.328000009059906,0.32499998807907104,0.31299999356269836,0.2669999897480011,0.22300000488758087
2024-09-24T06:55,WAW,52.16569901,20.96710014,12.937000274658203,70.0,7.59494686126709,11.106106758117676,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1011.4000244140625,998.8128051757812,100.0,0.0,0.0,100.0,15680.0,0.009999999776482582,0.07545828074216843,0.44807863235473633,8.279999732971191,25.614599227905273,26.823585510253906,33.774776458740234,125.0,163.0,163.0,173.0,16.19999885559082,14.03700065612793,14.03700065612793,18.336999893188477,16.149999618530273,13.469499588012695,15.669499397277832,17.91950035095215,0.11800000071525574,0.11800000071525574,0.11999999731779099,0.12700000405311584,0.12600000202655792
2024-09-24T07:00,WAW,52.16569901,20.96710014,15.087000846862793,61.0,7.620789051055908,12.842208862304688,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1011.5999755859375,999.1033935546875,100.0,0.0,0.0,100.0,19500.0,0.029999999329447746,0.13567528128623962,0.6695466041564941,11.159998893737793,21.0530948638916,22.046781539916992,37.81306838989258,155.0,163.0,163.0,175.0,21.599998474121094,13.53700065612793,13.53700065612793,15.88700008392334,16.450000762939453,15.119500160217285,15.569499969482422,17.91950035095215,0.11699999868869781,0.11800000071525574,0.11999999731779099,0.12700000405311584,0.12600000202655792
2024-09-24T06:35,HAM,53.630402,9.98823,15.208499908447266,95.0,14.412362098693848,15.74193000793457,50.0,0.0,0.0,0.0,0.0,0.0,61.0,1003.7000122070312,1002.51171875,100.0,64.0,100.0,100.0,4420.0,0.0,0.020545795559883118,0.08648407459259033,6.297428131103516,13.830748558044434,17.566377639770508,20.380578994750977,210.96368408203125,218.6598358154297,225.83023071289062,234.34457397460938,9.359999656677246,14.958499908447266,15.058500289916992,15.158500671386719,15.158500671386719,15.408500671386719,15.958499908447266,15.958499908447266,0.15700000524520874,0.1550000011920929,0.14800000190734863,0.14000000059604645,0.14900000393390656
