Departure_AirportCode,Departure_ScheduledTimeLocal_DateTime,Departure_ScheduledTimeUTC_DateTime,Departure_ActualTimeLocal_DateTime,Departure_ActualTimeUTC_DateTime,Departure_TimeStatus_Code,Departure_TimeStatus_Definition,Departure_Terminal_Name,Departure_Terminal_Gate,Arrival_AirportCode,Arrival_ScheduledTimeLocal_DateTime,Arrival_ScheduledTimeUTC_DateTime,Arrival_ActualTimeLocal_DateTime,Arrival_ActualTimeUTC_DateTime,Arrival_TimeStatus_Code,Arrival_TimeStatus_Definition,Arrival_Terminal_Name,MarketingCarrier_AirlineID,MarketingCarrier_FlightNumber,OperatingCarrier_AirlineID,OperatingCarrier_FlightNumber,Equipment_AircraftCode,Equipment_AircraftRegistration,FlightStatus_Code,FlightStatus_Definition,ServiceType,Arrival_Terminal_Gate,Arrival_EstimatedTimeLocal_DateTime,Arrival_EstimatedTimeUTC_DateTime,Departure_EstimatedTimeLocal_DateTime,Departure_EstimatedTimeUTC_DateTime
FRA,2024-09-24T08:15,2024-09-24T06:15Z,2024-09-24T08:12,2024-09-24T06:12Z,FE,Flight Early,1,B05,PSA,2024-09-24T09:45,2024-09-24T07:45Z,2024-09-24T09:50,2024-09-24T07:50Z,OT,Flight On Time,,EN,8870,EN,8870,E95,IADJL,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T08:20,2024-09-24T06:20Z,2024-09-24T08:19,2024-09-24T06:19Z,FE,Flight Early,1,A15,VIE,2024-09-24T09:45,2024-09-24T07:45Z,2024-09-24T09:36,2024-09-24T07:36Z,FE,Flight Early,3,OS,200,OS,200,320,OELBZ,LD,Flight Landed,Passenger,F08A,,,,
FRA,2024-09-24T08:25,2024-09-24T06:25Z,2024-09-24T08:31,2024-09-24T06:31Z,OT,Flight On Time,1,A16,MRS,2024-09-24T10:00,2024-09-24T08:00Z,2024-09-24T10:04,2024-09-24T08:04Z,OT,Flight On Time,1,LH,1086,LH,1086,320,DAIQT,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T08:35,2024-09-24T06:35Z,2024-09-24T08:42,2024-09-24T06:42Z,OT,Flight On Time,1,B07,GRZ,2024-09-24T09:55,2024-09-24T07:55Z,2024-09-24T10:02,2024-09-24T08:02Z,OT,Flight On Time,,EN,8060,EN,8060,E90,IJENH,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T08:35,2024-09-24T06:35Z,2024-09-24T08:39,2024-09-24T06:39Z,OT,Flight On Time,1,A01,CDG,2024-09-24T09:50,2024-09-24T07:50Z,2024-09-24T09:44,2024-09-24T07:44Z,FE,Flight Early,1,LH,1028,LH,1028,320,DAIZE,LD,Flight Landed,Passenger,064,,,,
FRA,2024-09-24T08:35,2024-09-24T06:35Z,2024-09-24T08:41,2024-09-24T06:41Z,OT,Flight On Time,1,A21,PRG,2024-09-24T09:35,2024-09-24T07:35Z,2024-09-24T09:41,2024-09-24T07:41Z,OT,Flight On Time,2,LH,1392,LH,1392,32M,DAIDD,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T08:35,2024-09-24T06:35Z,2024-09-24T08:26,2024-09-24T06:26Z,FE,Flight Early,1,B45,JFK,2024-09-24T11:10,2024-09-24T15:10Z,2024-09-24T10:19,2024-09-24T14:19Z,FE,Flight Early,4,SQ,026,SQ,026,77W,9VSWB,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T08:45,2024-09-24T06:45Z,,,NO,No status,1,B01,LIN,2024-09-24T09:55,2024-09-24T07:55Z,,,NO,No status,,EN,8800,EN,8800,E95,,CD,Flight Cancelled,Passenger,,,,,
FRA,2024-09-24T08:45,2024-09-24T06:45Z,2024-09-24T09:26,2024-09-24T07:26Z,DL,Flight Delayed,1,A13,BER,2024-09-24T09:55,2024-09-24T07:55Z,2024-09-24T10:32,2024-09-24T08:32Z,DL,Flight Delayed,1,LH,176,LH,176,320,DAIZA,LD,Flight Landed,Passenger,B07,,,,
FRA,2024-09-24T08:45,2024-09-24T06:45Z,,,NO,No status,1,A58,BLQ,2024-09-24T10:05,2024-09-24T08:05Z,,,NO,No status,,LH,282,LH,282,32V,,CD,Flight Cancelled,Passenger,,,,,
FRA,2024-09-24T08:45,2024-09-24T06:45Z,2024-09-24T08:48,2024-09-24T06:48Z,OT,Flight On Time,1,B13,RNS,2024-09-24T10:15,2024-09-24T08:15Z,2024-09-24T10:05,2024-09-24T08:05Z,FE,Flight Early,,LH,1066,LH,1066,CR9,DACNC,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T08:50,2024-09-24T06:50Z,2024-09-24T08:58,2024-09-24T06:58Z,OT,Flight On Time,1,A26,ZRH,2024-09-24T09:45,2024-09-24T07:45Z,2024-09-24T09:45,2024-09-24T07:45Z,OT,Flight On Time,,LX,1069,LX,1069,E95,HBJVA,LD,Flight Landed,Passenger,GRA,,,,
FRA,2024-09-24T08:50,2024-09-24T06:50Z,2024-09-24T08:54,2024-09-24T06:54Z,OT,Flight On Time,1,Z20,ORD,2024-09-24T11:00,2024-09-24T16:00Z,,,OT,Flight On Time,5,UA,945,UA,945,781,N16008,DP,Flight Departed,Passenger,,,,,
FRA,2024-09-24T08:55,2024-09-24T06:55Z,2024-09-24T09:32,2024-09-24T07:32Z,DL,Flight Delayed,1,B12,DRS,2024-09-24T09:55,2024-09-24T07:55Z,2024-09-24T10:28,2024-09-24T08:28Z,DL,Flight Delayed,,LH,206,LH,206,CRK,EIHID,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T08:55,2024-09-24T06:55Z,2024-09-24T08:56,2024-09-24T06:56Z,OT,Flight On Time,1,A11,VCE,2024-09-24T10:15,2024-09-24T08:15Z,2024-09-24T10:09,2024-09-24T08:09Z,FE,Flight Early,,LH,324,LH,324,32V,DAIWK,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T08:55,2024-09-24T06:55Z,2024-09-24T08:55,2024-09-24T06:55Z,OT,Flight On Time,1,A28,BLL,2024-09-24T10:15,2024-09-24T08:15Z,2024-09-24T10:11,2024-09-24T08:11Z,FE,Flight Early,,LH,836,LH,836,319,DAILF,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T08:55,2024-09-24T06:55Z,2024-09-24T09:16,2024-09-24T07:16Z,DL,Flight Delayed,1,A60,BUD,2024-09-24T10:30,2024-09-24T08:30Z,2024-09-24T10:48,2024-09-24T08:48Z,DL,Flight Delayed,2A,LH,1336,LH,1336,32M,DAIDL,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T08:55,2024-09-24T06:55Z,2024-09-24T09:20,2024-09-24T07:20Z,DL,Flight Delayed,1,A56,KRK,2024-09-24T10:30,2024-09-24T08:30Z,2024-09-24T10:37,2024-09-24T08:37Z,DL,Flight Delayed,,LH,1364,LH,1364,32A,DAIUM,LD,Flight Landed,Passenger,,2024-09-24T11:02,2024-09-24T09:02Z,,
FRA,2024-09-24T08:55,2024-09-24T06:55Z,2024-09-24T09:09,2024-09-24T07:09Z,OT,Flight On Time,1,A05,GVA,2024-09-24T10:05,2024-09-24T08:05Z,2024-09-24T10:20,2024-09-24T08:20Z,OT,Flight On Time,1,LX,1081,LX,1081,223,HBJCJ,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T09:00,2024-09-24T07:00Z,2024-09-24T09:09,2024-09-24T07:09Z,OT,Flight On Time,1,A24,HAM,2024-09-24T10:05,2024-09-24T08:05Z,2024-09-24T10:13,2024-09-24T08:13Z,OT,Flight On Time,2,LH,008,LH,008,321,DAIST,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T09:00,2024-09-24T07:00Z,2024-09-24T09:01,2024-09-24T07:01Z,OT,Flight On Time,1,B41,LHR,2024-09-24T09:40,2024-09-24T08:40Z,2024-09-24T09:36,2024-09-24T08:36Z,FE,Flight Early,2,LH,902,LH,902,32N,DAIJD,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T09:00,2024-09-24T07:00Z,2024-09-24T09:06,2024-09-24T07:06Z,OT,Flight On Time,,B10,BRU,2024-09-24T10:10,2024-09-24T08:10Z,2024-09-24T10:00,2024-09-24T08:00Z,FE,Flight Early,,SN,2608,SN,2608,320,OOSNB,LD,Flight Landed,Passenger,A44,,,,
FRA,2024-09-24T09:05,2024-09-24T07:05Z,2024-09-24T09:19,2024-09-24T07:19Z,OT,Flight On Time,1,B04,WRO,2024-09-24T10:20,2024-09-24T08:20Z,2024-09-24T10:40,2024-09-24T08:40Z,DL,Flight Delayed,,EN,8766,EN,8766,E90,IJENE,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T09:05,2024-09-24T07:05Z,2024-09-24T09:16,2024-09-24T07:16Z,OT,Flight On Time,1,B06,LEJ,2024-09-24T10:00,2024-09-24T08:00Z,2024-09-24T10:10,2024-09-24T08:10Z,OT,Flight On Time,,LH,156,LH,156,CRK,EIHBA,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T09:05,2024-09-24T07:05Z,2024-09-24T09:13,2024-09-24T07:13Z,OT,Flight On Time,1,A03,SZG,2024-09-24T10:05,2024-09-24T08:05Z,2024-09-24T10:06,2024-09-24T08:06Z,OT,Flight On Time,,LH,1102,LH,1102,CR9,DACNP,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T09:05,2024-09-24T07:05Z,2024-09-24T09:12,2024-09-24T07:12Z,OT,Flight On Time,1,A52,MLA,2024-09-24T11:40,2024-09-24T09:40Z,2024-09-24T11:49,2024-09-24T09:49Z,OT,Flight On Time,,LH,1276,LH,1276,32A,DAIZR,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T09:05,2024-09-24T07:05Z,2024-09-24T09:07,2024-09-24T07:07Z,OT,Flight On Time,1,B27,IST,2024-09-24T13:05,2024-09-24T10:05Z,2024-09-24T13:02,2024-09-24T10:02Z,FE,Flight Early,,LH,1298,LH,1298,32V,DAIWI,LD,Flight Landed,Passenger,B05B,,,,
FRA,2024-09-24T09:05,2024-09-24T07:05Z,2024-09-24T09:10,2024-09-24T07:10Z,OT,Flight On Time,1,A02,POZ,2024-09-24T10:20,2024-09-24T08:20Z,2024-09-24T10:24,2024-09-24T08:24Z,OT,Flight On Time,,LH,1388,LH,1388,CR9,DACNO,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T09:10,2024-09-24T07:10Z,2024-09-24T09:15,2024-09-24T07:15Z,OT,Flight On Time,1,A69,HAJ,2024-09-24T10:00,2024-09-24T08:00Z,2024-09-24T10:02,2024-09-24T08:02Z,OT,Flight On Time,,LH,048,LH,048,32V,DAIWJ,LD,Flight Landed,Passenger,A05,,,,
FRA,2024-09-24T09:10,2024-09-24T07:10Z,2024-09-24T09:17,2024-09-24T07:17Z,OT,Flight On Time,1,A19,DUS,2024-09-24T10:00,2024-09-24T08:00Z,2024-09-24T09:59,2024-09-24T07:59Z,FE,Flight Early,,LH,074,LH,074,320,DAIZF,LD,Flight Landed,Passenger,A49,,,,
FRA,2024-09-24T09:10,2024-09-24T07:10Z,2024-09-24T09:08,2024-09-24T07:08Z,FE,Flight Early,1,A38,SVQ,2024-09-24T12:05,2024-09-24T10:05Z,2024-09-24T11:57,2024-09-24T09:57Z,FE,Flight Early,,LH,1140,LH,1140,32M,DAIDE,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T09:10,2024-09-24T07:10Z,2024-09-24T09:17,2024-09-24T07:17Z,OT,Flight On Time,1,B46,ESB,2024-09-24T13:30,2024-09-24T10:30Z,2024-09-24T13:34,2024-09-24T10:34Z,OT,Flight On Time,,XQ,793,XQ,793,73H,TCSOZ,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T09:15,2024-09-24T07:15Z,2024-09-24T09:44,2024-09-24T07:44Z,DL,Flight Delayed,1,A14,MUC,2024-09-24T10:10,2024-09-24T08:10Z,2024-09-24T10:39,2024-09-24T08:39Z,DL,Flight Delayed,2,LH,098,LH,098,321,DAISC,LD,Flight Landed,Passenger,G34,,,,
FRA,2024-09-24T09:15,2024-09-24T07:15Z,,,NO,No status,1,A15,MXP,2024-09-24T10:30,2024-09-24T08:30Z,,,NO,No status,1,LH,248,LH,248,319,,CD,Flight Cancelled,Passenger,,,,,
FRA,2024-09-24T09:15,2024-09-24T07:15Z,2024-09-24T09:52,2024-09-24T07:52Z,DL,Flight Delayed,1,A18,AGP,2024-09-24T12:15,2024-09-24T10:15Z,2024-09-24T12:47,2024-09-24T10:47Z,DL,Flight Delayed,,LH,1148,LH,1148,321,DAIRC,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T09:15,2024-09-24T07:15Z,2024-09-24T09:27,2024-09-24T07:27Z,OT,Flight On Time,1,A22,LIS,2024-09-24T11:25,2024-09-24T10:25Z,2024-09-24T11:26,2024-09-24T10:26Z,OT,Flight On Time,1,LH,1166,LH,1166,32Q,DAIEP,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T09:20,2024-09-24T07:20Z,2024-09-24T09:24,2024-09-24T07:24Z,OT,Flight On Time,1,A17,VIE,2024-09-24T10:40,2024-09-24T08:40Z,2024-09-24T10:50,2024-09-24T08:50Z,OT,Flight On Time,3,OS,202,OS,202,320,OELZF,LD,Flight Landed,Passenger,F08A,,,,
FRA,2024-09-24T09:25,2024-09-24T07:25Z,2024-09-24T09:28,2024-09-24T07:28Z,OT,Flight On Time,1,A04,FMO,2024-09-24T10:10,2024-09-24T08:10Z,2024-09-24T10:10,2024-09-24T08:10Z,OT,Flight On Time,,LH,062,LH,062,CRK,EIHIB,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T09:25,2024-09-24T07:25Z,2024-09-24T09:38,2024-09-24T07:38Z,OT,Flight On Time,1,A40,STR,2024-09-24T10:05,2024-09-24T08:05Z,2024-09-24T10:18,2024-09-24T08:18Z,OT,Flight On Time,2,LH,128,LH,128,319,DAILH,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T09:25,2024-09-24T07:25Z,2024-09-24T09:45,2024-09-24T07:45Z,DL,Flight Delayed,1,A58,AMS,2024-09-24T10:35,2024-09-24T08:35Z,2024-09-24T10:57,2024-09-24T08:57Z,DL,Flight Delayed,,LH,988,LH,988,320,DAIZC,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T09:25,2024-09-24T07:25Z,2024-09-24T09:52,2024-09-24T07:52Z,DL,Flight Delayed,1,B19,ATH,2024-09-24T13:15,2024-09-24T10:15Z,2024-09-24T13:38,2024-09-24T10:38Z,DL,Flight Delayed,,LH,1278,LH,1278,321,DAISW,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T09:25,2024-09-24T07:25Z,2024-09-24T09:30,2024-09-24T07:30Z,OT,Flight On Time,1,B05,LJU,2024-09-24T10:35,2024-09-24T08:35Z,2024-09-24T10:39,2024-09-24T08:39Z,OT,Flight On Time,,LH,1458,LH,1458,CR9,DACNE,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T09:30,2024-09-24T07:30Z,2024-09-24T09:45,2024-09-24T07:45Z,OT,Flight On Time,1,B11,CDG,2024-09-24T10:45,2024-09-24T08:45Z,2024-09-24T10:46,2024-09-24T08:46Z,OT,Flight On Time,1,LH,1030,LH,1030,320,DAIZM,LD,Flight Landed,Passenger,065,,,,
FRA,2024-09-24T09:30,2024-09-24T07:30Z,2024-09-24T09:33,2024-09-24T07:33Z,OT,Flight On Time,1,A50,OTP,2024-09-24T12:50,2024-09-24T09:50Z,2024-09-24T12:44,2024-09-24T09:44Z,FE,Flight Early,,LH,1418,LH,1418,32N,DAINF,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T09:35,2024-09-24T07:35Z,2024-09-24T09:33,2024-09-24T07:33Z,FE,Flight Early,1,A34,VLC,2024-09-24T12:00,2024-09-24T10:00Z,2024-09-24T12:04,2024-09-24T10:04Z,OT,Flight On Time,,LH,1160,LH,1160,32A,DAIZW,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T09:35,2024-09-24T07:35Z,2024-09-24T09:57,2024-09-24T07:57Z,DL,Flight Delayed,1,A15,OPO,2024-09-24T11:25,2024-09-24T10:25Z,2024-09-24T11:35,2024-09-24T10:35Z,DL,Flight Delayed,,LH,1176,LH,1176,32M,DAISL,LD,Flight Landed,Passenger,,2024-09-24T11:57,2024-09-24T10:57Z,,
FRA,2024-09-24T09:40,2024-09-24T07:40Z,2024-09-24T09:55,2024-09-24T07:55Z,OT,Flight On Time,1,B03,IBZ,2024-09-24T11:55,2024-09-24T09:55Z,2024-09-24T12:05,2024-09-24T10:05Z,OT,Flight On Time,,4Y,530,4Y,530,32A,DAIUT,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T09:40,2024-09-24T07:40Z,2024-09-24T10:01,2024-09-24T08:01Z,DL,Flight Delayed,1,B01,LUX,2024-09-24T10:25,2024-09-24T08:25Z,2024-09-24T10:50,2024-09-24T08:50Z,DL,Flight Delayed,,EN,8750,EN,8750,E90,IJENF,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T09:40,2024-09-24T07:40Z,2024-09-24T10:07,2024-09-24T08:07Z,DL,Flight Delayed,1,A20,BRU,2024-09-24T10:40,2024-09-24T08:40Z,2024-09-24T11:02,2024-09-24T09:02Z,DL,Flight Delayed,,LH,1008,LH,1008,32A,DAIUB,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T09:40,2024-09-24T07:40Z,2024-09-24T09:55,2024-09-24T07:55Z,OT,Flight On Time,1,A68,MAD,2024-09-24T12:15,2024-09-24T10:15Z,2024-09-24T12:14,2024-09-24T10:14Z,FE,Flight Early,2,LH,1112,LH,1112,32V,DAIWG,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T09:45,2024-09-24T07:45Z,2024-09-24T10:47,2024-09-24T08:47Z,DL,Flight Delayed,1,A16,BER,2024-09-24T10:55,2024-09-24T08:55Z,2024-09-24T11:51,2024-09-24T09:51Z,DL,Flight Delayed,1,LH,178,LH,178,32M,DAISO,LD,Flight Landed,Passenger,B10,,,,
FRA,2024-09-24T09:45,2024-09-24T07:45Z,2024-09-24T09:56,2024-09-24T07:56Z,OT,Flight On Time,1,B13,TLL,2024-09-24T13:05,2024-09-24T10:05Z,2024-09-24T13:03,2024-09-24T10:03Z,FE,Flight Early,,LH,880,LH,880,321,DAISG,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T09:45,2024-09-24T07:45Z,2024-09-24T09:46,2024-09-24T07:46Z,OT,Flight On Time,1,B32,MAN,2024-09-24T10:30,2024-09-24T09:30Z,2024-09-24T10:23,2024-09-24T09:23Z,FE,Flight Early,1,LH,942,LH,942,32N,DAINB,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T09:45,2024-09-24T07:45Z,2024-09-24T09:55,2024-09-24T07:55Z,OT,Flight On Time,1,A01,ZRH,2024-09-24T10:40,2024-09-24T08:40Z,2024-09-24T10:47,2024-09-24T08:47Z,OT,Flight On Time,,LH,1186,LH,1186,320,DAIZD,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T09:50,2024-09-24T07:50Z,2024-09-24T10:00,2024-09-24T08:00Z,OT,Flight On Time,1,A36,VNO,2024-09-24T12:55,2024-09-24T09:55Z,2024-09-24T13:02,2024-09-24T10:02Z,OT,Flight On Time,,LH,886,LH,886,321,DAISR,LD,Flight Landed,Passenger,A15,,,,
FRA,2024-09-24T09:50,2024-09-24T07:50Z,2024-09-24T11:41,2024-09-24T09:41Z,DL,Flight Delayed,1,A26,BCN,2024-09-24T11:55,2024-09-24T09:55Z,2024-09-24T13:48,2024-09-24T11:48Z,DL,Flight Delayed,1,LH,1126,LH,1126,321,DAISQ,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T09:50,2024-09-24T07:50Z,2024-09-24T10:00,2024-09-24T08:00Z,OT,Flight On Time,1,A69,BSL,2024-09-24T10:40,2024-09-24T08:40Z,2024-09-24T10:47,2024-09-24T08:47Z,OT,Flight On Time,,LH,1202,LH,1202,319,DAIBB,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T09:55,2024-09-24T07:55Z,2024-09-24T09:52,2024-09-24T07:52Z,FE,Flight Early,1,B28,YUL,2024-09-24T11:50,2024-09-24T15:50Z,,,FE,Flight Early,,AC,845,AC,845,788,CGHPT,DP,Flight Departed,Passenger,,2024-09-24T11:44,2024-09-24T15:44Z,,
FRA,2024-09-24T09:55,2024-09-24T07:55Z,2024-09-24T10:21,2024-09-24T08:21Z,DL,Flight Delayed,1,A56,BRE,2024-09-24T10:50,2024-09-24T08:50Z,2024-09-24T11:21,2024-09-24T09:21Z,DL,Flight Delayed,,LH,352,LH,352,E90,DAECE,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T09:55,2024-09-24T07:55Z,2024-09-24T10:35,2024-09-24T08:35Z,DL,Flight Delayed,1,B54,RMO,2024-09-24T13:15,2024-09-24T10:15Z,2024-09-24T13:42,2024-09-24T10:42Z,DL,Flight Delayed,,LH,1558,LH,1558,319,DAILM,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T10:00,2024-09-24T08:00Z,2024-09-24T10:17,2024-09-24T08:17Z,DL,Flight Delayed,1,B44,YYZ,2024-09-24T12:50,2024-09-24T16:50Z,,,DL,Flight Delayed,1,AC,841,AC,841,333,CGEGC,DP,Flight Departed,Passenger,,2024-09-24T13:07,2024-09-24T17:07Z,,
FRA,2024-09-24T10:00,2024-09-24T08:00Z,2024-09-24T10:13,2024-09-24T08:13Z,OT,Flight On Time,1,A11,HAM,2024-09-24T11:05,2024-09-24T09:05Z,2024-09-24T11:12,2024-09-24T09:12Z,OT,Flight On Time,2,LH,010,LH,010,321,DAIRK,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T10:00,2024-09-24T08:00Z,2024-09-24T11:09,2024-09-24T09:09Z,DL,Flight Delayed,1,Z52,IAH,2024-09-24T13:35,2024-09-24T18:35Z,2024-09-24T14:46,2024-09-24T19:46Z,DL,Flight Delayed,D,LH,440,LH,440,74H,DABYF,LD,Flight Landed,Passenger,D16,,,,
FRA,2024-09-24T10:00,2024-09-24T08:00Z,2024-09-24T10:04,2024-09-24T08:04Z,OT,Flight On Time,1,A23,CPH,2024-09-24T11:25,2024-09-24T09:25Z,2024-09-24T11:26,2024-09-24T09:26Z,OT,Flight On Time,2,LH,826,LH,826,320,DAIZB,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T10:00,2024-09-24T08:00Z,2024-09-24T10:09,2024-09-24T08:09Z,OT,Flight On Time,1,B31,LHR,2024-09-24T10:40,2024-09-24T09:40Z,2024-09-24T10:51,2024-09-24T09:51Z,OT,Flight On Time,2,LH,904,LH,904,32N,DAINV,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T10:05,2024-09-24T08:05Z,2024-09-24T10:08,2024-09-24T08:08Z,OT,Flight On Time,1,A52,RIX,2024-09-24T13:10,2024-09-24T10:10Z,2024-09-24T13:05,2024-09-24T10:05Z,FE,Flight Early,,LH,890,LH,890,32V,DAIWA,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T10:05,2024-09-24T08:05Z,2024-09-24T10:08,2024-09-24T08:08Z,OT,Flight On Time,1,A03,PRG,2024-09-24T11:05,2024-09-24T09:05Z,2024-09-24T11:10,2024-09-24T09:10Z,OT,Flight On Time,2,LH,1394,LH,1394,319,DAILL,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T10:05,2024-09-24T08:05Z,2024-09-24T10:15,2024-09-24T08:15Z,OT,Flight On Time,1,A60,SOF,2024-09-24T13:20,2024-09-24T10:20Z,2024-09-24T13:19,2024-09-24T10:19Z,FE,Flight Early,2,LH,1426,LH,1426,32A,DAIUC,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T10:05,2024-09-24T08:05Z,2024-09-24T10:27,2024-09-24T08:27Z,DL,Flight Delayed,1,B47,SJJ,2024-09-24T11:50,2024-09-24T09:50Z,2024-09-24T12:05,2024-09-24T10:05Z,DL,Flight Delayed,,LH,1544,LH,1544,32A,DAIZT,LD,Flight Landed,Passenger,,2024-09-24T12:27,2024-09-24T10:27Z,,
FRA,2024-09-24T10:05,2024-09-24T08:05Z,2024-09-24T10:32,2024-09-24T08:32Z,DL,Flight Delayed,1,A19,ZAG,2024-09-24T11:25,2024-09-24T09:25Z,2024-09-24T11:52,2024-09-24T09:52Z,DL,Flight Delayed,,OU,417,OU,417,223,9ACTN,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T10:10,2024-09-24T08:10Z,2024-09-24T10:12,2024-09-24T08:12Z,OT,Flight On Time,1,Z18,DFW,2024-09-24T14:05,2024-09-24T19:05Z,2024-09-24T13:40,2024-09-24T18:40Z,FE,Flight Early,D,LH,438,LH,438,333,DAIKO,LD,Flight Landed,Passenger,D15,,,,
FRA,2024-09-24T10:10,2024-09-24T08:10Z,2024-09-24T10:41,2024-09-24T08:41Z,DL,Flight Delayed,1,B33,NCL,2024-09-24T11:00,2024-09-24T10:00Z,2024-09-24T11:27,2024-09-24T10:27Z,DL,Flight Delayed,,LH,966,LH,966,CRK,EIHIA,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T10:15,2024-09-24T08:15Z,2024-09-24T10:16,2024-09-24T08:16Z,OT,Flight On Time,1,B48,YVR,2024-09-24T11:20,2024-09-24T18:20Z,,,OT,Flight On Time,M,AC,839,AC,839,789,CFGHZ,DP,Flight Departed,Passenger,,,,,
FRA,2024-09-24T10:15,2024-09-24T08:15Z,2024-09-24T10:27,2024-09-24T08:27Z,OT,Flight On Time,1,A25,MUC,2024-09-24T11:10,2024-09-24T09:10Z,2024-09-24T11:21,2024-09-24T09:21Z,OT,Flight On Time,2,LH,100,LH,100,78S,DABPA,LD,Flight Landed,Passenger,G32,,,,
FRA,2024-09-24T10:15,2024-09-24T08:15Z,2024-09-24T10:23,2024-09-24T08:23Z,OT,Flight On Time,1,Z13,ATL,2024-09-24T14:15,2024-09-24T18:15Z,2024-09-24T14:02,2024-09-24T18:02Z,FE,Flight Early,I,LH,444,LH,444,333,DAIKR,LD,Flight Landed,Passenger,F03,,,,
FRA,2024-09-24T10:15,2024-09-24T08:15Z,,,NO,No status,1,,TLV,2024-09-24T15:25,2024-09-24T12:25Z,,,NO,No status,3,LH,686,LH,686,32Q,,CD,Flight Cancelled,Passenger,,,,,
FRA,2024-09-24T10:20,2024-09-24T08:20Z,2024-09-24T10:43,2024-09-24T08:43Z,DL,Flight Delayed,1,B02,PMI,2024-09-24T12:25,2024-09-24T10:25Z,2024-09-24T12:49,2024-09-24T10:49Z,DL,Flight Delayed,,4Y,512,4Y,512,32A,DAIWE,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T10:20,2024-09-24T08:20Z,2024-09-24T10:35,2024-09-24T08:35Z,OT,Flight On Time,1,A21,NAP,2024-09-24T12:20,2024-09-24T10:20Z,2024-09-24T12:34,2024-09-24T10:34Z,OT,Flight On Time,,LH,334,LH,334,32M,DAISK,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T10:20,2024-09-24T08:20Z,2024-09-24T10:44,2024-09-24T08:44Z,DL,Flight Delayed,1,A30,OSL,2024-09-24T12:20,2024-09-24T10:20Z,2024-09-24T12:32,2024-09-24T10:32Z,DL,Flight Delayed,,LH,860,LH,860,32N,DAINE,LD,Flight Landed,Passenger,,2024-09-24T12:56,2024-09-24T10:56Z,,
FRA,2024-09-24T10:20,2024-09-24T08:20Z,2024-09-24T10:21,2024-09-24T08:21Z,OT,Flight On Time,1,A28,VIE,2024-09-24T11:45,2024-09-24T09:45Z,2024-09-24T11:45,2024-09-24T09:45Z,OT,Flight On Time,3,OS,204,OS,204,320,OELBK,LD,Flight Landed,Passenger,F09A,,,,
