Departure_AirportCode,Departure_ScheduledTimeLocal_DateTime,Departure_ScheduledTimeUTC_DateTime,Departure_ActualTimeLocal_DateTime,Departure_ActualTimeUTC_DateTime,Departure_TimeStatus_Code,Departure_TimeStatus_Definition,Departure_Terminal_Name,Departure_Terminal_Gate,Arrival_AirportCode,Arrival_ScheduledTimeLocal_DateTime,Arrival_ScheduledTimeUTC_DateTime,Arrival_ActualTimeLocal_DateTime,Arrival_ActualTimeUTC_DateTime,Arrival_TimeStatus_Code,Arrival_TimeStatus_Definition,Arrival_Terminal_Name,MarketingCarrier_AirlineID,MarketingCarrier_FlightNumber,OperatingCarrier_AirlineID,OperatingCarrier_FlightNumber,Equipment_AircraftCode,Equipment_AircraftRegistration,FlightStatus_Code,FlightStatus_Definition,ServiceType,Arrival_Terminal_Gate,Arrival_EstimatedTimeLocal_DateTime,Arrival_EstimatedTimeUTC_DateTime,Departure_EstimatedTimeLocal_DateTime,Departure_EstimatedTimeUTC_DateTime
FRA,2024-09-24T12:15,2024-09-24T10:15Z,2024-09-24T12:32,2024-09-24T10:32Z,DL,Flight Delayed,1,B02,TRN,2024-09-24T13:35,2024-09-24T11:35Z,2024-09-24T13:54,2024-09-24T11:54Z,DL,Flight Delayed,,EN,8844,EN,8844,E95,IADJS,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T12:15,2024-09-24T10:15Z,2024-09-24T12:37,2024-09-24T10:37Z,DL,Flight Delayed,1,A17,MUC,2024-09-24T13:10,2024-09-24T11:10Z,2024-09-24T13:38,2024-09-24T11:38Z,DL,Flight Delayed,2,LH,104,LH,104,320,DAIZG,LD,Flight Landed,Passenger,G16,,,,
FRA,2024-09-24T12:20,2024-09-24T10:20Z,2024-09-24T12:35,2024-09-24T10:35Z,OT,Flight On Time,1,B48,SFO,2024-09-24T14:55,2024-09-24T21:55Z,2024-09-24T15:23,2024-09-24T22:23Z,DL,Flight Delayed,I,DE,2096,DE,2096,339,DANRC,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T12:20,2024-09-24T10:20Z,2024-09-24T12:51,2024-09-24T10:51Z,DL,Flight Delayed,1,B06,GVA,2024-09-24T13:25,2024-09-24T11:25Z,2024-09-24T14:03,2024-09-24T12:03Z,DL,Flight Delayed,,EN,8094,EN,8094,E90,IJENK,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T12:20,2024-09-24T10:20Z,2024-09-24T12:28,2024-09-24T10:28Z,OT,Flight On Time,1,A20,TLS,2024-09-24T14:05,2024-09-24T12:05Z,2024-09-24T14:00,2024-09-24T12:00Z,FE,Flight Early,,LH,1096,LH,1096,321,DAISU,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T12:20,2024-09-24T10:20Z,2024-09-24T12:41,2024-09-24T10:41Z,DL,Flight Delayed,1,A34,FAO,2024-09-24T14:30,2024-09-24T13:30Z,2024-09-24T14:45,2024-09-24T13:45Z,DL,Flight Delayed,,LH,1162,LH,1162,32M,DAIDD,LD,Flight Landed,Passenger,,2024-09-24T15:06,2024-09-24T14:06Z,,
FRA,2024-09-24T12:20,2024-09-24T10:20Z,2024-09-24T12:39,2024-09-24T10:39Z,DL,Flight Delayed,1,A56,GDN,2024-09-24T13:50,2024-09-24T11:50Z,2024-09-24T14:04,2024-09-24T12:04Z,DL,Flight Delayed,,LH,1376,LH,1376,CRK,EIHBA,LD,Flight Landed,Passenger,,2024-09-24T14:23,2024-09-24T12:23Z,,
FRA,2024-09-24T12:20,2024-09-24T10:20Z,2024-09-24T12:35,2024-09-24T10:35Z,OT,Flight On Time,1,A23,PRG,2024-09-24T13:20,2024-09-24T11:20Z,2024-09-24T13:38,2024-09-24T11:38Z,DL,Flight Delayed,2,LH,1396,LH,1396,319,DAILC,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T12:20,2024-09-24T10:20Z,2024-09-24T13:20,2024-09-24T11:20Z,DL,Flight Delayed,1,Z16,IAD,2024-09-24T15:15,2024-09-24T19:15Z,,,DL,Flight Delayed,,UA,988,UA,988,77W,N2534U,DP,Flight Departed,Passenger,,2024-09-24T16:15,2024-09-24T20:15Z,,
FRA,2024-09-24T12:25,2024-09-24T10:25Z,2024-09-24T12:39,2024-09-24T10:39Z,OT,Flight On Time,1,A13,GOT,2024-09-24T14:00,2024-09-24T12:00Z,2024-09-24T14:14,2024-09-24T12:14Z,OT,Flight On Time,,LH,816,LH,816,320,DAIZF,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T12:25,2024-09-24T10:25Z,2024-09-24T12:36,2024-09-24T10:36Z,OT,Flight On Time,1,A36,CDG,2024-09-24T13:40,2024-09-24T11:40Z,2024-09-24T13:52,2024-09-24T11:52Z,OT,Flight On Time,1,LH,1034,LH,1034,321,DAIRA,LD,Flight Landed,Passenger,068,,,,
FRA,2024-09-24T12:30,2024-09-24T10:30Z,,,NO,No status,1,B13,MXP,2024-09-24T13:45,2024-09-24T11:45Z,,,NO,No status,,EN,8810,EN,8810,E90,,CD,Flight Cancelled,Passenger,,,,,
FRA,2024-09-24T12:30,2024-09-24T10:30Z,2024-09-24T13:09,2024-09-24T11:09Z,DL,Flight Delayed,1,B07,VRN,2024-09-24T13:50,2024-09-24T11:50Z,2024-09-24T14:24,2024-09-24T12:24Z,DL,Flight Delayed,,EN,8826,EN,8826,E95,IADJL,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T12:30,2024-09-24T10:30Z,2024-09-24T12:47,2024-09-24T10:47Z,DL,Flight Delayed,1,B13,FLR,2024-09-24T14:05,2024-09-24T12:05Z,2024-09-24T14:33,2024-09-24T12:33Z,DL,Flight Delayed,,EN,8854,EN,8854,E95,IADJK,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T12:30,2024-09-24T10:30Z,2024-09-24T12:51,2024-09-24T10:51Z,DL,Flight Delayed,1,A68,VCE,2024-09-24T13:50,2024-09-24T11:50Z,2024-09-24T14:19,2024-09-24T12:19Z,DL,Flight Delayed,,LH,326,LH,326,319,DAILH,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T12:30,2024-09-24T10:30Z,2024-09-24T12:51,2024-09-24T10:51Z,DL,Flight Delayed,1,A40,CPH,2024-09-24T13:55,2024-09-24T11:55Z,2024-09-24T14:06,2024-09-24T12:06Z,DL,Flight Delayed,2,LH,828,LH,828,320,DAIQW,LD,Flight Landed,Passenger,,2024-09-24T14:27,2024-09-24T12:27Z,,
FRA,2024-09-24T12:30,2024-09-24T10:30Z,2024-09-24T13:17,2024-09-24T11:17Z,DL,Flight Delayed,1,A52,ZAG,2024-09-24T13:55,2024-09-24T11:55Z,2024-09-24T14:49,2024-09-24T12:49Z,DL,Flight Delayed,,LH,1414,LH,1414,CRK,EIHID,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T12:30,2024-09-24T10:30Z,2024-09-24T13:01,2024-09-24T11:01Z,DL,Flight Delayed,1,B42,SIN,2024-09-25T06:50,2024-09-24T22:50Z,2024-09-25T07:15,2024-09-24T23:15Z,DL,Flight Delayed,0,SQ,025,SQ,025,77W,9VSWH,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T12:35,2024-09-24T10:35Z,2024-09-24T12:39,2024-09-24T10:39Z,OT,Flight On Time,1,A32,AMS,2024-09-24T13:50,2024-09-24T11:50Z,2024-09-24T13:49,2024-09-24T11:49Z,FE,Flight Early,,LH,992,LH,992,319,DAILN,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T12:40,2024-09-24T10:40Z,2024-09-24T12:40,2024-09-24T10:40Z,OT,Flight On Time,1,B61,PUJ,2024-09-24T16:30,2024-09-24T20:30Z,2024-09-24T16:50,2024-09-24T20:50Z,DL,Flight Delayed,A,DE,2226,DE,2226,339,DANRG,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T12:40,2024-09-24T10:40Z,2024-09-24T12:43,2024-09-24T10:43Z,OT,Flight On Time,1,B11,GRZ,2024-09-24T14:00,2024-09-24T12:00Z,2024-09-24T14:14,2024-09-24T12:14Z,OT,Flight On Time,,EN,8062,EN,8062,E95,IADJV,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T12:40,2024-09-24T10:40Z,2024-09-24T13:16,2024-09-24T11:16Z,DL,Flight Delayed,1,B05,KTW,2024-09-24T14:10,2024-09-24T12:10Z,2024-09-24T14:57,2024-09-24T12:57Z,DL,Flight Delayed,,EN,8760,EN,8760,E90,IJENF,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T12:40,2024-09-24T10:40Z,2024-09-24T12:43,2024-09-24T10:43Z,OT,Flight On Time,1,A19,BLL,2024-09-24T14:00,2024-09-24T12:00Z,2024-09-24T13:59,2024-09-24T11:59Z,FE,Flight Early,,LH,838,LH,838,CR9,DACNP,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T12:40,2024-09-24T10:40Z,2024-09-24T12:50,2024-09-24T10:50Z,OT,Flight On Time,1,A02,LYS,2024-09-24T13:55,2024-09-24T11:55Z,2024-09-24T14:00,2024-09-24T12:00Z,OT,Flight On Time,1,LH,1076,LH,1076,32A,DAIZS,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T12:40,2024-09-24T10:40Z,2024-09-24T12:45,2024-09-24T10:45Z,OT,Flight On Time,1,A15,POZ,2024-09-24T13:55,2024-09-24T11:55Z,2024-09-24T13:57,2024-09-24T11:57Z,OT,Flight On Time,,LH,1390,LH,1390,CR9,DACNF,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T12:45,2024-09-24T10:45Z,2024-09-24T12:45,2024-09-24T10:45Z,OT,Flight On Time,1,B03,FUE,2024-09-24T16:15,2024-09-24T15:15Z,2024-09-24T16:13,2024-09-24T15:13Z,FE,Flight Early,,DE,1402,DE,1402,75T,DABOK,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T12:45,2024-09-24T10:45Z,2024-09-24T13:33,2024-09-24T11:33Z,DL,Flight Delayed,1,A18,BER,2024-09-24T13:55,2024-09-24T11:55Z,2024-09-24T14:40,2024-09-24T12:40Z,DL,Flight Delayed,1,LH,184,LH,184,320,DAIZA,LD,Flight Landed,Passenger,B06,,,,
FRA,2024-09-24T12:45,2024-09-24T10:45Z,2024-09-24T12:48,2024-09-24T10:48Z,OT,Flight On Time,1,Z20,ORD,2024-09-24T15:00,2024-09-24T20:00Z,,,OT,Flight On Time,5,UA,906,UA,906,781,N14016,DP,Flight Departed,Passenger,,,,,
FRA,2024-09-24T12:50,2024-09-24T10:50Z,2024-09-24T13:05,2024-09-24T11:05Z,OT,Flight On Time,1,B01,JTR,2024-09-24T16:50,2024-09-24T13:50Z,2024-09-24T17:09,2024-09-24T14:09Z,DL,Flight Delayed,,4Y,1220,4Y,1220,32A,DAIUR,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T12:50,2024-09-24T10:50Z,2024-09-24T13:58,2024-09-24T11:58Z,DL,Flight Delayed,1,B08,LUX,2024-09-24T13:35,2024-09-24T11:35Z,2024-09-24T14:49,2024-09-24T12:49Z,DL,Flight Delayed,,EN,8752,EN,8752,E90,IJENH,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T12:50,2024-09-24T10:50Z,2024-09-24T13:15,2024-09-24T11:15Z,DL,Flight Delayed,1,A03,BRE,2024-09-24T13:45,2024-09-24T11:45Z,2024-09-24T13:57,2024-09-24T11:57Z,DL,Flight Delayed,,LH,354,LH,354,320,DAIZE,LD,Flight Landed,Passenger,,2024-09-24T14:22,2024-09-24T12:22Z,,
FRA,2024-09-24T12:50,2024-09-24T10:50Z,2024-09-24T13:33,2024-09-24T11:33Z,DL,Flight Delayed,1,A60,SZG,2024-09-24T13:50,2024-09-24T11:50Z,2024-09-24T14:26,2024-09-24T12:26Z,DL,Flight Delayed,,LH,1104,LH,1104,320,DAIZJ,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T12:50,2024-09-24T10:50Z,2024-09-24T12:56,2024-09-24T10:56Z,OT,Flight On Time,1,A22,VIE,2024-09-24T14:15,2024-09-24T12:15Z,2024-09-24T14:18,2024-09-24T12:18Z,OT,Flight On Time,3,OS,208,OS,208,320,OELBZ,LD,Flight Landed,Passenger,F04A,,,,
FRA,2024-09-24T12:55,2024-09-24T10:55Z,2024-09-24T13:22,2024-09-24T11:22Z,DL,Flight Delayed,1,B12,TRS,2024-09-24T14:15,2024-09-24T12:15Z,2024-09-24T14:45,2024-09-24T12:45Z,DL,Flight Delayed,,EN,8818,EN,8818,E90,IJENE,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T12:55,2024-09-24T10:55Z,2024-09-24T13:05,2024-09-24T11:05Z,OT,Flight On Time,1,A05,WRO,2024-09-24T14:10,2024-09-24T12:10Z,2024-09-24T14:19,2024-09-24T12:19Z,OT,Flight On Time,,LH,1372,LH,1372,CR9,DACNC,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T12:55,2024-09-24T10:55Z,2024-09-24T13:12,2024-09-24T11:12Z,DL,Flight Delayed,1,A25,GVA,2024-09-24T14:05,2024-09-24T12:05Z,2024-09-24T14:31,2024-09-24T12:31Z,DL,Flight Delayed,1,LX,1083,LX,1083,223,HBJCJ,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T13:00,2024-09-24T11:00Z,2024-09-24T13:03,2024-09-24T11:03Z,OT,Flight On Time,1,A21,HAJ,2024-09-24T13:50,2024-09-24T11:50Z,2024-09-24T13:45,2024-09-24T11:45Z,FE,Flight Early,,LH,052,LH,052,319,DAIBB,LD,Flight Landed,Passenger,A05,,,,
FRA,2024-09-24T13:00,2024-09-24T11:00Z,2024-09-24T13:08,2024-09-24T11:08Z,OT,Flight On Time,1,A26,NUE,2024-09-24T13:40,2024-09-24T11:40Z,2024-09-24T13:58,2024-09-24T11:58Z,DL,Flight Delayed,,LH,144,LH,144,32M,DAIDH,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T13:00,2024-09-24T11:00Z,2024-09-24T13:59,2024-09-24T11:59Z,DL,Flight Delayed,1,B28,BLR,2024-09-25T01:20,2024-09-24T19:50Z,2024-09-25T02:20,2024-09-24T20:50Z,DL,Flight Delayed,2,LH,754,LH,754,74H,DABYU,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T13:00,2024-09-24T11:00Z,2024-09-24T13:14,2024-09-24T11:14Z,OT,Flight On Time,1,A11,BRU,2024-09-24T14:00,2024-09-24T12:00Z,2024-09-24T14:20,2024-09-24T12:20Z,DL,Flight Delayed,,LH,1012,LH,1012,319,DAILK,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T13:00,2024-09-24T11:00Z,2024-09-24T13:03,2024-09-24T11:03Z,OT,Flight On Time,1,A69,PMI,2024-09-24T15:10,2024-09-24T13:10Z,2024-09-24T15:27,2024-09-24T13:27Z,DL,Flight Delayed,,LH,1158,LH,1158,321,DAISZ,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T13:00,2024-09-24T11:00Z,2024-09-24T13:11,2024-09-24T11:11Z,OT,Flight On Time,1,B47,IST,2024-09-24T17:00,2024-09-24T14:00Z,2024-09-24T17:12,2024-09-24T14:12Z,OT,Flight On Time,,LH,1300,LH,1300,32N,DAIJA,LD,Flight Landed,Passenger,B05B,,,,
FRA,2024-09-24T13:05,2024-09-24T11:05Z,2024-09-24T13:09,2024-09-24T11:09Z,OT,Flight On Time,1,B25,HYD,2024-09-25T01:20,2024-09-24T19:50Z,2024-09-25T01:12,2024-09-24T19:42Z,FE,Flight Early,,LH,752,LH,752,78S,DABPE,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T13:05,2024-09-24T11:05Z,2024-09-24T14:00,2024-09-24T12:00Z,DL,Flight Delayed,1,A17,ZRH,2024-09-24T14:00,2024-09-24T12:00Z,2024-09-24T14:44,2024-09-24T12:44Z,DL,Flight Delayed,,LH,1190,LH,1190,E90,DAECE,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T13:10,2024-09-24T11:10Z,2024-09-24T13:35,2024-09-24T11:35Z,DL,Flight Delayed,1,C16,PHL,2024-09-24T16:00,2024-09-24T20:00Z,2024-09-24T16:09,2024-09-24T20:09Z,DL,Flight Delayed,A,4Y,050,4Y,050,333,DAIKF,LD,Flight Landed,Passenger,A17,2024-09-24T16:34,2024-09-24T20:34Z,,
FRA,2024-09-24T13:10,2024-09-24T11:10Z,2024-09-24T13:24,2024-09-24T11:24Z,OT,Flight On Time,1,B02,JMK,2024-09-24T17:05,2024-09-24T14:05Z,2024-09-24T17:13,2024-09-24T14:13Z,OT,Flight On Time,,4Y,1230,4Y,1230,32A,DAIUQ,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T13:10,2024-09-24T11:10Z,2024-09-24T13:40,2024-09-24T11:40Z,DL,Flight Delayed,1,B54,AGA,2024-09-24T16:05,2024-09-24T15:05Z,2024-09-24T16:27,2024-09-24T15:27Z,DL,Flight Delayed,,DE,524,DE,524,320,LZFBI,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T13:10,2024-09-24T11:10Z,2024-09-24T13:36,2024-09-24T11:36Z,DL,Flight Delayed,1,Z18,IAD,2024-09-24T16:05,2024-09-24T20:05Z,2024-09-24T16:17,2024-09-24T20:17Z,DL,Flight Delayed,,LH,418,LH,418,346,DAIHT,LD,Flight Landed,Passenger,B45,2024-09-24T16:43,2024-09-24T20:43Z,,
FRA,2024-09-24T13:10,2024-09-24T11:10Z,2024-09-24T13:13,2024-09-24T11:13Z,OT,Flight On Time,1,Z50,RUH,2024-09-24T19:55,2024-09-24T16:55Z,2024-09-24T20:06,2024-09-24T17:06Z,OT,Flight On Time,2,LH,622,LH,622,333,DAIKP,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T13:15,2024-09-24T11:15Z,2024-09-24T14:12,2024-09-24T12:12Z,DL,Flight Delayed,1,B23,BOM,2024-09-25T01:05,2024-09-24T19:35Z,2024-09-25T02:01,2024-09-24T20:31Z,DL,Flight Delayed,2,LH,756,LH,756,343,DAIFF,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T13:20,2024-09-24T11:20Z,2024-09-24T13:21,2024-09-24T11:21Z,OT,Flight On Time,1,B13,DUS,2024-09-24T14:10,2024-09-24T12:10Z,2024-09-24T14:00,2024-09-24T12:00Z,FE,Flight Early,,LH,078,LH,078,CR9,DACNO,LD,Flight Landed,Passenger,B91,,,,
FRA,2024-09-24T13:20,2024-09-24T11:20Z,2024-09-24T13:41,2024-09-24T11:41Z,DL,Flight Delayed,1,Z69,EWR,2024-09-24T15:40,2024-09-24T19:40Z,2024-09-24T15:47,2024-09-24T19:47Z,DL,Flight Delayed,B,LH,402,LH,402,74H,DABYR,LD,Flight Landed,Passenger,,2024-09-24T16:08,2024-09-24T20:08Z,,
FRA,2024-09-24T13:20,2024-09-24T11:20Z,2024-09-24T14:15,2024-09-24T12:15Z,DL,Flight Delayed,1,B20,YVR,2024-09-24T14:20,2024-09-24T21:20Z,2024-09-24T15:26,2024-09-24T22:26Z,DL,Flight Delayed,M,LH,492,LH,492,744,DABTL,LD,Flight Landed,Passenger,D68,,,,
FRA,2024-09-24T13:20,2024-09-24T11:20Z,2024-09-24T13:35,2024-09-24T11:35Z,OT,Flight On Time,1,B26,DEL,2024-09-25T00:55,2024-09-24T19:25Z,2024-09-25T00:55,2024-09-24T19:25Z,OT,Flight On Time,3,LH,760,LH,760,346,DAIHX,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T13:20,2024-09-24T11:20Z,2024-09-24T13:40,2024-09-24T11:40Z,DL,Flight Delayed,1,B10,MAD,2024-09-24T15:55,2024-09-24T13:55Z,2024-09-24T16:24,2024-09-24T14:24Z,DL,Flight Delayed,2,LH,1114,LH,1114,321,DAIST,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T13:20,2024-09-24T11:20Z,2024-09-24T13:38,2024-09-24T11:38Z,DL,Flight Delayed,1,A01,BCN,2024-09-24T15:25,2024-09-24T13:25Z,2024-09-24T15:43,2024-09-24T13:43Z,DL,Flight Delayed,1,LH,1128,LH,1128,32V,DAIWK,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T13:20,2024-09-24T11:20Z,2024-09-24T13:47,2024-09-24T11:47Z,DL,Flight Delayed,1,A23,LIS,2024-09-24T15:30,2024-09-24T14:30Z,2024-09-24T15:47,2024-09-24T14:47Z,DL,Flight Delayed,1,LH,1168,LH,1168,32Q,DAIEQ,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T13:30,2024-09-24T11:30Z,2024-09-24T13:40,2024-09-24T11:40Z,OT,Flight On Time,1,C13,YYC,2024-09-24T15:15,2024-09-24T21:15Z,2024-09-24T15:15,2024-09-24T21:15Z,OT,Flight On Time,,4Y,076,4Y,076,333,DAIKB,LD,Flight Landed,Passenger,D76,,,,
FRA,2024-09-24T13:30,2024-09-24T11:30Z,2024-09-24T13:45,2024-09-24T11:45Z,OT,Flight On Time,1,B62,CUN,2024-09-24T17:50,2024-09-24T22:50Z,2024-09-24T17:51,2024-09-24T22:51Z,OT,Flight On Time,4,DE,2114,DE,2114,339,DANRP,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T13:30,2024-09-24T11:30Z,,,NO,No status,1,A52,LIN,2024-09-24T14:40,2024-09-24T12:40Z,,,NO,No status,,LH,280,LH,280,CR9,DACNT,CD,Flight Cancelled,Passenger,,,,,
FRA,2024-09-24T13:30,2024-09-24T11:30Z,2024-09-24T13:39,2024-09-24T11:39Z,OT,Flight On Time,1,Z62,BOS,2024-09-24T16:00,2024-09-24T20:00Z,2024-09-24T15:44,2024-09-24T19:44Z,FE,Flight Early,E,LH,422,LH,422,346,DAIHZ,LD,Flight Landed,Passenger,E10,,,,
FRA,2024-09-24T13:30,2024-09-24T11:30Z,2024-09-24T13:36,2024-09-24T11:36Z,OT,Flight On Time,1,Z66,DEN,2024-09-24T15:40,2024-09-24T21:40Z,2024-09-24T15:26,2024-09-24T21:26Z,FE,Flight Early,,LH,446,LH,446,78S,DABPD,LD,Flight Landed,Passenger,A41,,,,
FRA,2024-09-24T13:30,2024-09-24T11:30Z,2024-09-24T14:03,2024-09-24T12:03Z,DL,Flight Delayed,1,Z58,SJO,2024-09-24T17:35,2024-09-24T23:35Z,2024-09-24T18:11,2024-09-25T00:11Z,DL,Flight Delayed,M,LH,518,LH,518,343,DAIGL,LD,Flight Landed,Passenger,003,,,,
FRA,2024-09-24T13:30,2024-09-24T11:30Z,,,OT,Flight On Time,1,A34,LIS,2024-09-24T15:40,2024-09-24T14:40Z,,,OT,Flight On Time,1,TP,571,TP,571,32Q,CSTNW,NA,No status,Passenger,,,,,
FRA,2024-09-24T13:35,2024-09-24T11:35Z,2024-09-24T14:06,2024-09-24T12:06Z,DL,Flight Delayed,1,Z54,MEX,2024-09-24T17:30,2024-09-24T23:30Z,2024-09-24T17:56,2024-09-24T23:56Z,DL,Flight Delayed,1,LH,498,LH,498,74H,DABYA,LD,Flight Landed,Passenger,G26,,,,
FRA,2024-09-24T13:35,2024-09-24T11:35Z,2024-09-24T13:35,2024-09-24T11:35Z,OT,Flight On Time,1,A38,MLA,2024-09-24T16:10,2024-09-24T14:10Z,2024-09-24T16:06,2024-09-24T14:06Z,FE,Flight Early,,LH,1310,LH,1310,32V,DAIWJ,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T13:35,2024-09-24T11:35Z,2024-09-24T17:15,2024-09-24T15:15Z,DL,Flight Delayed,1,Z20,SFO,2024-09-24T16:00,2024-09-24T23:00Z,,,DL,Flight Delayed,I,UA,059,UA,059,77W,N2352U,DP,Flight Departed,Passenger,,2024-09-24T19:40,2024-09-25T02:40Z,,
FRA,2024-09-24T13:40,2024-09-24T11:40Z,2024-09-24T13:49,2024-09-24T11:49Z,OT,Flight On Time,1,C15,MCO,2024-09-24T17:55,2024-09-24T21:55Z,2024-09-24T17:51,2024-09-24T21:51Z,FE,Flight Early,C,4Y,068,4Y,068,33Y,DAFYR,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T13:40,2024-09-24T11:40Z,2024-09-24T14:48,2024-09-24T12:48Z,DL,Flight Delayed,1,B60,SEA,2024-09-24T14:55,2024-09-24T21:55Z,2024-09-24T16:20,2024-09-24T23:20Z,DL,Flight Delayed,,DE,2032,DE,2032,339,DANRE,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T13:40,2024-09-24T11:40Z,2024-09-24T13:50,2024-09-24T11:50Z,OT,Flight On Time,1,A50,LEJ,2024-09-24T14:35,2024-09-24T12:35Z,2024-09-24T14:34,2024-09-24T12:34Z,FE,Flight Early,,LH,158,LH,158,319,DAILF,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T13:40,2024-09-24T11:40Z,2024-09-24T13:42,2024-09-24T11:42Z,OT,Flight On Time,1,A28,VIE,2024-09-24T15:05,2024-09-24T13:05Z,2024-09-24T14:53,2024-09-24T12:53Z,FE,Flight Early,3,OS,210,OS,210,320,OELXD,LD,Flight Landed,Passenger,F16A,,,,
FRA,2024-09-24T13:45,2024-09-24T11:45Z,2024-09-24T13:48,2024-09-24T11:48Z,OT,Flight On Time,2,E09,HKG,2024-09-25T07:30,2024-09-24T23:30Z,,,OT,Flight On Time,1,CX,288,CX,288,351,BLXD,DP,Flight Departed,Passenger,,,,,
FRA,2024-09-24T13:45,2024-09-24T11:45Z,2024-09-24T13:50,2024-09-24T11:50Z,OT,Flight On Time,1,A14,ATH,2024-09-24T17:35,2024-09-24T14:35Z,2024-09-24T17:26,2024-09-24T14:26Z,FE,Flight Early,,LH,1282,LH,1282,32Q,DAIEM,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T13:50,2024-09-24T11:50Z,2024-09-24T13:49,2024-09-24T11:49Z,FE,Flight Early,1,A13,DRS,2024-09-24T14:50,2024-09-24T12:50Z,2024-09-24T14:47,2024-09-24T12:47Z,FE,Flight Early,,LH,210,LH,210,319,DAILL,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T13:50,2024-09-24T11:50Z,2024-09-24T14:03,2024-09-24T12:03Z,OT,Flight On Time,1,A60,HEL,2024-09-24T17:15,2024-09-24T14:15Z,2024-09-24T17:20,2024-09-24T14:20Z,OT,Flight On Time,,LH,850,LH,850,321,DAIRP,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T13:50,2024-09-24T11:50Z,2024-09-24T13:50,2024-09-24T11:50Z,OT,Flight On Time,1,A30,AGP,2024-09-24T16:50,2024-09-24T14:50Z,2024-09-24T16:48,2024-09-24T14:48Z,FE,Flight Early,,LH,1150,LH,1150,32M,DAIDK,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T13:50,2024-09-24T11:50Z,2024-09-24T13:54,2024-09-24T11:54Z,OT,Flight On Time,1,A16,OPO,2024-09-24T15:40,2024-09-24T14:40Z,2024-09-24T15:30,2024-09-24T14:30Z,FE,Flight Early,,LH,1178,LH,1178,32Q,DAIEK,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T13:50,2024-09-24T11:50Z,2024-09-24T14:08,2024-09-24T12:08Z,DL,Flight Delayed,1,B30,BEG,2024-09-24T15:45,2024-09-24T13:45Z,2024-09-24T16:04,2024-09-24T14:04Z,DL,Flight Delayed,2,LH,1480,LH,1480,320,DAIZC,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T13:55,2024-09-24T11:55Z,2024-09-24T13:54,2024-09-24T11:54Z,FE,Flight Early,1,B45,PEK,2024-09-25T05:15,2024-09-24T21:15Z,,,FE,Flight Early,3,CA,966,CA,966,773,B2047,DP,Flight Departed,Passenger,,2024-09-25T05:14,2024-09-24T21:14Z,,
